"o","text","annotation","term","annotation2","term2"
"https://www.ncbi.nlm.nih.gov/pubmed/22773121a9","No studies exist on probiotics, prebiotics, dietary fibre and immunonutrition in GVHD-DT patients.","https://www.ncbi.nlm.nih.gov/pubmed/22773121a9b4","dietary fibre","https://www.ncbi.nlm.nih.gov/pubmed/22773121a9b5","GVHD"
"https://www.ncbi.nlm.nih.gov/pubmed/26510459t1","Dietary fiber prevents obesity-related liver lipotoxicity by modulating sterol-regulatory element binding protein pathway in C57BL/6J mice fed a high-fat/cholesterol diet","https://www.ncbi.nlm.nih.gov/pubmed/26510459t1b1","Dietary fiber","https://www.ncbi.nlm.nih.gov/pubmed/26510459t1b10","liver"
"https://www.ncbi.nlm.nih.gov/pubmed/26510459t1","Dietary fiber prevents obesity-related liver lipotoxicity by modulating sterol-regulatory element binding protein pathway in C57BL/6J mice fed a high-fat/cholesterol diet","https://www.ncbi.nlm.nih.gov/pubmed/26510459t1b1","Dietary fiber","https://www.ncbi.nlm.nih.gov/pubmed/26510459t1b2","obesity"
"https://www.ncbi.nlm.nih.gov/pubmed/25733164a11","Results:                    Three major nutrient patterns were identified: (1) The first pattern was high in fatty acids (including saturated, monounsaturated and polyunsaturated fatty acids), cholesterol, vitamin B12, vitamin E, zinc, choline, protein, pyridoxine, phosphorus and pantothenic acid; (2) the second pattern was high in thiamine, betaine, starch, folate, iron, selenium, niacin, calcium, and manganese; and (3) the third pattern was high in glucose, fructose, sucrose, vitamin C, potassium, total dietary fiber, copper and vitamin K. Men in the highest quintile of the second pattern were less likely to be generally obese in the fully adjusted model [odds ratio (OR) 0.39, 95 % confidence interval (CI) 0.20-0.76].","https://www.ncbi.nlm.nih.gov/pubmed/25733164a11b32","dietary fiber","https://www.ncbi.nlm.nih.gov/pubmed/25733164a11b51","obese"
"https://www.ncbi.nlm.nih.gov/pubmed/23389112t1","A high intake of dietary fiber influences C-reactive protein and fibrinogen, but not glucose and lipid metabolism, in mildly hypercholesterolemic subjects","https://www.ncbi.nlm.nih.gov/pubmed/23389112t1b3","dietary fiber","https://www.ncbi.nlm.nih.gov/pubmed/23389112t1b10","hypercholesterolemic"
"https://www.ncbi.nlm.nih.gov/pubmed/23140761a15","Dietary supplementation with resistant starch does not emulate the apparently protective effect of diets rich in dietary fibre against colorectal cancer.","https://www.ncbi.nlm.nih.gov/pubmed/23140761a15b6","dietary fibre","https://www.ncbi.nlm.nih.gov/pubmed/23140761a15b7","colorectal cancer"
"https://www.ncbi.nlm.nih.gov/pubmed/26275397a7","Nowadays, nanoparticles (NPs) can be loaded with therapeutic compounds such as phytochemicals, improving their bioavailability and their targeted delivery within the GBM tumor bulk.","https://www.ncbi.nlm.nih.gov/pubmed/26275397a7b6","bulk","https://www.ncbi.nlm.nih.gov/pubmed/26275397a7b5","tumor"
"https://www.ncbi.nlm.nih.gov/pubmed/24961537a3","Background:                    Vegetables and fruits are rich in vitamins, minerals and, dietary fiber and contribute to the prevention and improvement of obesity and metabolic syndrome.","https://www.ncbi.nlm.nih.gov/pubmed/24961537a3b5","dietary fiber","https://www.ncbi.nlm.nih.gov/pubmed/24961537a3b7","obesity"
"https://www.ncbi.nlm.nih.gov/pubmed/24961537a3","Background:                    Vegetables and fruits are rich in vitamins, minerals and, dietary fiber and contribute to the prevention and improvement of obesity and metabolic syndrome.","https://www.ncbi.nlm.nih.gov/pubmed/24961537a3b5","dietary fiber","https://www.ncbi.nlm.nih.gov/pubmed/24961537a3b8","metabolic syndrome"
"https://www.ncbi.nlm.nih.gov/pubmed/25152765t1","Different types of soluble fermentable dietary fibre decrease food intake, body weight gain and adiposity in young adult male rats","https://www.ncbi.nlm.nih.gov/pubmed/25152765t1b2","dietary fibre","https://www.ncbi.nlm.nih.gov/pubmed/25152765t1b7","adiposity"
"https://www.ncbi.nlm.nih.gov/pubmed/24454707t1","The role of intestinal microbiota in development of irinotecan toxicity and in toxicity reduction through dietary fibres in rats","https://www.ncbi.nlm.nih.gov/pubmed/24454707t1b7","dietary fibres","https://www.ncbi.nlm.nih.gov/pubmed/24454707t1b5","toxicity"
"https://www.ncbi.nlm.nih.gov/pubmed/24454707t1","The role of intestinal microbiota in development of irinotecan toxicity and in toxicity reduction through dietary fibres in rats","https://www.ncbi.nlm.nih.gov/pubmed/24454707t1b7","dietary fibres","https://www.ncbi.nlm.nih.gov/pubmed/24454707t1b4","toxicity"
"https://www.ncbi.nlm.nih.gov/pubmed/24774063a14","Dietary polyunsaturated fatty acids (β = .085 and .116) and long-chain omega-3 fatty acids (β = .109 and .103), animal protein (β = .132 and .093), and dietary fiber (β = .129) were positively associated with lung health.","https://www.ncbi.nlm.nih.gov/pubmed/24774063a14b5","dietary fiber","https://www.ncbi.nlm.nih.gov/pubmed/24774063a14b6","lung"
"https://www.ncbi.nlm.nih.gov/pubmed/23140761a2","Background:                    Observational studies report that higher intake of dietary fibre (a heterogeneous mix including non-starch polysaccharides and resistant starches) is associated with reduced risk of colorectal cancer, but no randomised trials with prevention of colorectal cancer as a primary endpoint have been done.","https://www.ncbi.nlm.nih.gov/pubmed/23140761a2b3","dietary fibre","https://www.ncbi.nlm.nih.gov/pubmed/23140761a2b9","colorectal cancer"
"https://www.ncbi.nlm.nih.gov/pubmed/25230681a2","Intakes of saturated fat (SF) and dietary fibre, body mass and physical activity are all associated with the incidence of type 2 diabetes mellitus.","https://www.ncbi.nlm.nih.gov/pubmed/25230681a2b4","dietary fibre","https://www.ncbi.nlm.nih.gov/pubmed/25230681a2b8","type 2 diabetes mellitus"
"https://www.ncbi.nlm.nih.gov/pubmed/24135514a10","Dietary fiber was associated with lower levels of inflammation within each racial and ethnic group, although statistically significant associations between dietary fiber and either obesity or metabolic syndrome were seen only among whites.","https://www.ncbi.nlm.nih.gov/pubmed/24135514a10b7","dietary fiber","https://www.ncbi.nlm.nih.gov/pubmed/24135514a10b8","obesity"
"https://www.ncbi.nlm.nih.gov/pubmed/24135514a10","Dietary fiber was associated with lower levels of inflammation within each racial and ethnic group, although statistically significant associations between dietary fiber and either obesity or metabolic syndrome were seen only among whites.","https://www.ncbi.nlm.nih.gov/pubmed/24135514a10b7","dietary fiber","https://www.ncbi.nlm.nih.gov/pubmed/24135514a10b9","metabolic syndrome"
"https://www.ncbi.nlm.nih.gov/pubmed/24476899a4","The methodology was demonstrated for an FFQ with interest in energy, total protein, total fat, saturated fat, monounsaturated fat, polyunsaturated fat, total carbohydrates, mono- and disaccharides, dietary fibre and potassium.","https://www.ncbi.nlm.nih.gov/pubmed/24476899a4b10","dietary fibre","https://www.ncbi.nlm.nih.gov/pubmed/24476899a4b15","mono"
"https://www.ncbi.nlm.nih.gov/pubmed/30400947a13","The beneficial effects are suggested to be mediated through gut fermentation of dietary fiber in the RB + RS2 product.","https://www.ncbi.nlm.nih.gov/pubmed/30400947a13b3","dietary fiber","https://www.ncbi.nlm.nih.gov/pubmed/30400947a13b4","RB"
"https://www.ncbi.nlm.nih.gov/pubmed/22443058a10","More menstrual blood and dietary fiber were the risk factors for iron deficiency anemia (P &lt; 0.05).","https://www.ncbi.nlm.nih.gov/pubmed/22443058a10b2","dietary fiber","https://www.ncbi.nlm.nih.gov/pubmed/22443058a10b4","iron deficiency anemia"
"https://www.ncbi.nlm.nih.gov/pubmed/24135514a10","Dietary fiber was associated with lower levels of inflammation within each racial and ethnic group, although statistically significant associations between dietary fiber and either obesity or metabolic syndrome were seen only among whites.","https://www.ncbi.nlm.nih.gov/pubmed/24135514a10b1","Dietary fiber","https://www.ncbi.nlm.nih.gov/pubmed/24135514a10b8","obesity"
"https://www.ncbi.nlm.nih.gov/pubmed/24135514a10","Dietary fiber was associated with lower levels of inflammation within each racial and ethnic group, although statistically significant associations between dietary fiber and either obesity or metabolic syndrome were seen only among whites.","https://www.ncbi.nlm.nih.gov/pubmed/24135514a10b1","Dietary fiber","https://www.ncbi.nlm.nih.gov/pubmed/24135514a10b9","metabolic syndrome"
"https://www.ncbi.nlm.nih.gov/pubmed/25529672a5","Effects of regularly consuming DFCP (providing daily 10.17 g, 43.8 mg and 168.6 mg of total-dietary-fibre, flavanols and methylxanthines, respectively) as well as PPCP (providing daily 3.74 g, 45.3 mg and 109.8 mg of total-dietary-fibre, flavanols and methylxanthines, respectively) on cardiovascular health were assessed in two controlled, cross-over studies in free-living normocholesterolemic and moderately hypercholesterolemic subjects.","https://www.ncbi.nlm.nih.gov/pubmed/25529672a5b3","dietary-fibre","https://www.ncbi.nlm.nih.gov/pubmed/25529672a5b16","hypercholesterolemic"
"https://www.ncbi.nlm.nih.gov/pubmed/24135514a2","Background:                    Dietary fiber may decrease the risk of cardiovascular disease and associated risk factors.","https://www.ncbi.nlm.nih.gov/pubmed/24135514a2b1","Dietary fiber","https://www.ncbi.nlm.nih.gov/pubmed/24135514a2b3","cardiovascular disease"
"https://www.ncbi.nlm.nih.gov/pubmed/25529672a5","Effects of regularly consuming DFCP (providing daily 10.17 g, 43.8 mg and 168.6 mg of total-dietary-fibre, flavanols and methylxanthines, respectively) as well as PPCP (providing daily 3.74 g, 45.3 mg and 109.8 mg of total-dietary-fibre, flavanols and methylxanthines, respectively) on cardiovascular health were assessed in two controlled, cross-over studies in free-living normocholesterolemic and moderately hypercholesterolemic subjects.","https://www.ncbi.nlm.nih.gov/pubmed/25529672a5b2","dietary-fibre","https://www.ncbi.nlm.nih.gov/pubmed/25529672a5b16","hypercholesterolemic"
"https://www.ncbi.nlm.nih.gov/pubmed/26021487a2","Aims/hypothesis:                    Intake of dietary fibre has been associated with a reduced risk of type 2 diabetes, but few European studies have been published on this.","https://www.ncbi.nlm.nih.gov/pubmed/26021487a2b4","dietary fibre","https://www.ncbi.nlm.nih.gov/pubmed/26021487a2b6","type 2 diabetes"
"https://www.ncbi.nlm.nih.gov/pubmed/22384046t1","Dietary fiber and saturated fat intake associations with cardiovascular disease differ by sex in the Malmö Diet and Cancer Cohort: a prospective study","https://www.ncbi.nlm.nih.gov/pubmed/22384046t1b1","Dietary fiber","https://www.ncbi.nlm.nih.gov/pubmed/22384046t1b4","cardiovascular disease"
"https://www.ncbi.nlm.nih.gov/pubmed/26253816a2","In addition to their fermentable dietary fiber and the soluble β-glucan fiber, oats have unique avenanthramides that have anti-inflammatory and antioxidant properties that reduce coronary heart disease in human clinical trials.","https://www.ncbi.nlm.nih.gov/pubmed/26253816a2b1","dietary fiber","https://www.ncbi.nlm.nih.gov/pubmed/26253816a2b7","coronary heart disease"
"https://www.ncbi.nlm.nih.gov/pubmed/22927948t1","Dietary fiber, carbohydrate quality and quantity, and mortality risk of individuals with diabetes mellitus","https://www.ncbi.nlm.nih.gov/pubmed/22927948t1b1","Dietary fiber","https://www.ncbi.nlm.nih.gov/pubmed/22927948t1b8","diabetes mellitus"
"https://www.ncbi.nlm.nih.gov/pubmed/26717004a5","Logistic regression, adjusted for age, sex, total energy intake, physical activity, dietary fiber, family history of diabetes, and body mass index, was used to assess the relationship between snacks and incident MetS.","https://www.ncbi.nlm.nih.gov/pubmed/26717004a5b6","dietary fiber","https://www.ncbi.nlm.nih.gov/pubmed/26717004a5b8","diabetes"
"https://www.ncbi.nlm.nih.gov/pubmed/26173867a16","Conclusions:                    This study suggests that low intake of vegetable protein and dietary fibre are associated with worse glycaemic control in type 1 diabetes.","https://www.ncbi.nlm.nih.gov/pubmed/26173867a16b5","dietary fibre","https://www.ncbi.nlm.nih.gov/pubmed/26173867a16b7","type 1 diabetes"
"https://www.ncbi.nlm.nih.gov/pubmed/22384046a2","Background:                    The aim of the study was to examine associations between intake of macronutrients and dietary fiber and incident ischemic cardiovascular disease (iCVD) in men and women.","https://www.ncbi.nlm.nih.gov/pubmed/22384046a2b5","dietary fiber","https://www.ncbi.nlm.nih.gov/pubmed/22384046a2b6","cardiovascular disease"
"https://www.ncbi.nlm.nih.gov/pubmed/24479448a7","Results:                    Examination of dietary intake on school-days has highlighted nutritional imbalances for intakes of fat, saturated fat, added sugars, sodium and dietary fibre (DF).","https://www.ncbi.nlm.nih.gov/pubmed/24479448a7b11","dietary fibre","https://www.ncbi.nlm.nih.gov/pubmed/24479448a7b6","nutritional imbalances"
"https://www.ncbi.nlm.nih.gov/pubmed/25694673a4","The processing of meat and meat products leads to generation of many functional compounds beneficial to human health but most of those foods are rich in fat, added salts but deficient in complex carbohydrates like dietary fiber and pose a health hazard that somehow is proved to be a predisposing factor for cardiovascular diseases, colon cancer, obesity including diabetes mellitus.","https://www.ncbi.nlm.nih.gov/pubmed/25694673a4b11","dietary fiber","https://www.ncbi.nlm.nih.gov/pubmed/25694673a4b15","cardiovascular diseases"
"https://www.ncbi.nlm.nih.gov/pubmed/25694673a4","The processing of meat and meat products leads to generation of many functional compounds beneficial to human health but most of those foods are rich in fat, added salts but deficient in complex carbohydrates like dietary fiber and pose a health hazard that somehow is proved to be a predisposing factor for cardiovascular diseases, colon cancer, obesity including diabetes mellitus.","https://www.ncbi.nlm.nih.gov/pubmed/25694673a4b11","dietary fiber","https://www.ncbi.nlm.nih.gov/pubmed/25694673a4b16","colon cancer"
"https://www.ncbi.nlm.nih.gov/pubmed/25694673a4","The processing of meat and meat products leads to generation of many functional compounds beneficial to human health but most of those foods are rich in fat, added salts but deficient in complex carbohydrates like dietary fiber and pose a health hazard that somehow is proved to be a predisposing factor for cardiovascular diseases, colon cancer, obesity including diabetes mellitus.","https://www.ncbi.nlm.nih.gov/pubmed/25694673a4b11","dietary fiber","https://www.ncbi.nlm.nih.gov/pubmed/25694673a4b17","obesity"
"https://www.ncbi.nlm.nih.gov/pubmed/25694673a4","The processing of meat and meat products leads to generation of many functional compounds beneficial to human health but most of those foods are rich in fat, added salts but deficient in complex carbohydrates like dietary fiber and pose a health hazard that somehow is proved to be a predisposing factor for cardiovascular diseases, colon cancer, obesity including diabetes mellitus.","https://www.ncbi.nlm.nih.gov/pubmed/25694673a4b11","dietary fiber","https://www.ncbi.nlm.nih.gov/pubmed/25694673a4b19","diabetes mellitus"
"https://www.ncbi.nlm.nih.gov/pubmed/26021487a3","We evaluated the association between intake of dietary fibre and type 2 diabetes in the European Prospective Investigation into Cancer and Nutrition (EPIC)-InterAct study and in a meta-analysis of prospective studies.","https://www.ncbi.nlm.nih.gov/pubmed/26021487a3b3","dietary fibre","https://www.ncbi.nlm.nih.gov/pubmed/26021487a3b4","type 2 diabetes"
"https://www.ncbi.nlm.nih.gov/pubmed/25578759t1","Effect of dietary fiber on circulating C-reactive protein in overweight and obese adults: a meta-analysis of randomized controlled trials","https://www.ncbi.nlm.nih.gov/pubmed/25578759t1b2","dietary fiber","https://www.ncbi.nlm.nih.gov/pubmed/25578759t1b8","obese"
"https://www.ncbi.nlm.nih.gov/pubmed/26140540a3","We investigated the expression of GPR43/FFAR2 in the colon from Crohn's disease patients and whether dietary fiber in enteral nutrition increases GPR43+ polymorphonuclear infiltration in mucosa.","https://www.ncbi.nlm.nih.gov/pubmed/26140540a3b7","dietary fiber","https://www.ncbi.nlm.nih.gov/pubmed/26140540a3b5","disease"
"https://www.ncbi.nlm.nih.gov/pubmed/26140540a3","We investigated the expression of GPR43/FFAR2 in the colon from Crohn's disease patients and whether dietary fiber in enteral nutrition increases GPR43+ polymorphonuclear infiltration in mucosa.","https://www.ncbi.nlm.nih.gov/pubmed/26140540a3b7","dietary fiber","https://www.ncbi.nlm.nih.gov/pubmed/26140540a3b4","colon"
"https://www.ncbi.nlm.nih.gov/pubmed/26140540a5","The Crohn's disease patients were grouped by the activity of disease (active or remission) and enteral nutrition with or without dietary fiber.","https://www.ncbi.nlm.nih.gov/pubmed/26140540a5b7","dietary fiber","https://www.ncbi.nlm.nih.gov/pubmed/26140540a5b1","disease"
"https://www.ncbi.nlm.nih.gov/pubmed/26140540a5","The Crohn's disease patients were grouped by the activity of disease (active or remission) and enteral nutrition with or without dietary fiber.","https://www.ncbi.nlm.nih.gov/pubmed/26140540a5b7","dietary fiber","https://www.ncbi.nlm.nih.gov/pubmed/26140540a5b4","disease"
"https://www.ncbi.nlm.nih.gov/pubmed/30454012a10","Following adjusting for confounders, the risk factor profile for OC included; age &gt; 65 years (OR = 4.0; 95% CI: 1.2-14.2); family history of cancer (OR = 5.04; 95% CI: 1.3-19.0); sub-optimal consumption of dietary fibre (OR = 3.58; 95% CI: 1.1-12.3); sub-optimal consumption of anti-oxidants (OR = 7.0; 95% CI: 2.2-22.5); over-consumption of deep fried food (OR = 6.68; 95% CI:2.0-22.6); 'high risk' alcohol drinking (OR = 11.7; 95% CI: 2.8-49.4); betel quid chewing (OR = 6.1; 95% CI: 2.0, 20.0); 'low' lifetime total sports and exercise activities (MET hours/week/year) (OR = 5.83; 95% CI: 1.5-23.0); agrochemicals exposure (OR = 6.57; 95% CI: 1.4-30.3); pipe-borne drinking water (OR = 5.62; 95% CI:1.7-18.9) and radiation exposure (OR = 4.64; 95% CI: 1.4-15.5).","https://www.ncbi.nlm.nih.gov/pubmed/30454012a10b11","dietary fibre","https://www.ncbi.nlm.nih.gov/pubmed/30454012a10b35","exposure"
"https://www.ncbi.nlm.nih.gov/pubmed/22927948a4","Objective:                    To assess the associations of dietary fiber, glycemic load, glycemic index, carbohydrate, sugar, and starch intake with mortality risk in individuals with diabetes.","https://www.ncbi.nlm.nih.gov/pubmed/22927948a4b3","dietary fiber","https://www.ncbi.nlm.nih.gov/pubmed/22927948a4b13","diabetes"
"https://www.ncbi.nlm.nih.gov/pubmed/22927948a9","Dietary fiber was inversely associated with all-cause mortality risk (adjusted HR per SD increase, 0.83 [95% CI, 0.75-0.91]) and CVD mortality risk (0.76[0.64-0.89]).","https://www.ncbi.nlm.nih.gov/pubmed/22927948a9b1","Dietary fiber","https://www.ncbi.nlm.nih.gov/pubmed/22927948a9b7","CVD"
"https://www.ncbi.nlm.nih.gov/pubmed/22927948a9","Dietary fiber was inversely associated with all-cause mortality risk (adjusted HR per SD increase, 0.83 [95% CI, 0.75-0.91]) and CVD mortality risk (0.76[0.64-0.89]).","https://www.ncbi.nlm.nih.gov/pubmed/22927948a9b1","Dietary fiber","https://www.ncbi.nlm.nih.gov/pubmed/22927948a9b5","SD"
"https://www.ncbi.nlm.nih.gov/pubmed/26717398a5","Percentages of EI from proteins, SFA, MUFA and PUFA (in males), and dietary fiber (g/1000 kcal) were higher in the overweight/obese children than in the leaner ones.","https://www.ncbi.nlm.nih.gov/pubmed/26717398a5b6","dietary fiber","https://www.ncbi.nlm.nih.gov/pubmed/26717398a5b12","obese"
"https://www.ncbi.nlm.nih.gov/pubmed/24454707a15","These correlations support the interpretation that the influence of dietary fibre on CPT-11 toxicity is partially mediated by an increased cecal production of butyrate.","https://www.ncbi.nlm.nih.gov/pubmed/24454707a15b3","dietary fibre","https://www.ncbi.nlm.nih.gov/pubmed/24454707a15b5","toxicity"
"https://www.ncbi.nlm.nih.gov/pubmed/26026836a2","Consumption of a high-fat diet causes an increase in bile acid deoxycholic acid (DCA) in colon lumen and colon cancer risk, while butyrate, an intestinal microbiota metabolite of dietary fiber, has been shown to exhibit colon cancer-preventive effects.","https://www.ncbi.nlm.nih.gov/pubmed/26026836a2b11","dietary fiber","https://www.ncbi.nlm.nih.gov/pubmed/26026836a2b7","colon cancer"
"https://www.ncbi.nlm.nih.gov/pubmed/26026836a2","Consumption of a high-fat diet causes an increase in bile acid deoxycholic acid (DCA) in colon lumen and colon cancer risk, while butyrate, an intestinal microbiota metabolite of dietary fiber, has been shown to exhibit colon cancer-preventive effects.","https://www.ncbi.nlm.nih.gov/pubmed/26026836a2b11","dietary fiber","https://www.ncbi.nlm.nih.gov/pubmed/26026836a2b12","colon cancer"
"https://www.ncbi.nlm.nih.gov/pubmed/24933293a13","PYY levels appear to be affected by acute exercise, macronutrient composition, adiposity, race and the composition of fatty acids from dietary fat.","https://www.ncbi.nlm.nih.gov/pubmed/24933293a13b9","dietary fat","https://www.ncbi.nlm.nih.gov/pubmed/24933293a13b5","adiposity"
"https://www.ncbi.nlm.nih.gov/pubmed/23417440a5","Data indicate that diets high in certain dietary lipids such as omega-6 fatty acids can worsen PCB-induced vascular toxicity while diets enriched with bioactive food components such as polyphenols and omega-3 polyunsaturated fatty acids can improve the toxicant-induced inflammation.","https://www.ncbi.nlm.nih.gov/pubmed/23417440a5b3","dietary lipids","https://www.ncbi.nlm.nih.gov/pubmed/23417440a5b6","toxicity"
"https://www.ncbi.nlm.nih.gov/pubmed/25266916a10","Thus, a long-term increase in dietary fat proportion produces alterations related to metabolic syndrome even in the absence of increased body weight, whereas an increase in diet protein content reduces the body weight but alters metabolic parameters and kidney size which could be linked to an increased risk of suffering from different pathologies.","https://www.ncbi.nlm.nih.gov/pubmed/25266916a10b2","dietary fat","https://www.ncbi.nlm.nih.gov/pubmed/25266916a10b5","metabolic syndrome"
"https://www.ncbi.nlm.nih.gov/pubmed/22243632a2","Response to dietary fat manipulation is highly heterogeneous, yet generic population-based recommendations aimed at reducing the burden of CVD are given.","https://www.ncbi.nlm.nih.gov/pubmed/22243632a2b2","dietary fat","https://www.ncbi.nlm.nih.gov/pubmed/22243632a2b8","CVD"
"https://www.ncbi.nlm.nih.gov/pubmed/26121531a7","The effect of several demographic/biological factors such as baseline 25(OH)D, aging, body mass index(BMI)/body fat percentage, ethnicity, calcium intake, genetics, oestrogen use, dietary fat content and composition, and some diseases and medications has been addressed.","https://www.ncbi.nlm.nih.gov/pubmed/26121531a7b14","dietary fat","https://www.ncbi.nlm.nih.gov/pubmed/26121531a7b16","diseases"
"https://www.ncbi.nlm.nih.gov/pubmed/22210925a3","We evaluated whether a common single nucleotide polymorphism (rs1761667) in the CD36 gene that reduces CD36 expression and the addition of orlistat, a lipase inhibitor, to reduce FA release from triacylglycerols (TGs), the main component of dietary fats, would attenuate fat orosensory sensitivity in humans.","https://www.ncbi.nlm.nih.gov/pubmed/22210925a3b11","dietary fats","https://www.ncbi.nlm.nih.gov/pubmed/22210925a3b7","FA"
"https://www.ncbi.nlm.nih.gov/pubmed/22210925a3","We evaluated whether a common single nucleotide polymorphism (rs1761667) in the CD36 gene that reduces CD36 expression and the addition of orlistat, a lipase inhibitor, to reduce FA release from triacylglycerols (TGs), the main component of dietary fats, would attenuate fat orosensory sensitivity in humans.","https://www.ncbi.nlm.nih.gov/pubmed/22210925a3b11","dietary fats","https://www.ncbi.nlm.nih.gov/pubmed/22210925a3b12","sensitivity"
"https://www.ncbi.nlm.nih.gov/pubmed/22658938t1","Impact of dietary fat quantity and quality on skeletal muscle fatty acid metabolism in subjects with the metabolic syndrome","https://www.ncbi.nlm.nih.gov/pubmed/22658938t1b2","dietary fat","https://www.ncbi.nlm.nih.gov/pubmed/22658938t1b8","metabolic syndrome"
"https://www.ncbi.nlm.nih.gov/pubmed/25568373a4","Fifty individually housed pigs (PIC 337 × C22/29; initial BW = 59.3 ± 0.55 kg) were allotted based on sex and initial BW to 10 treatments for an 82-d experiment as follows: 3 dietary fat withdrawal times before slaughter (21, 42, or 63 d) by 3 dietary fat unsaturation loads (DFUL), which includea high intake of unsaturated fatty acids supplied through an inclusion of 5% corn oil (HIGH), a high intake of a mixture of saturated and unsaturated fatty acids supplied through an inclusion of 5% animal-vegetable blend (MED), and a moderate intake of unsaturated fatty acids supplied through an inclusion of 2.5% corn oil (LOW).","https://www.ncbi.nlm.nih.gov/pubmed/25568373a4b13","dietary fat","https://www.ncbi.nlm.nih.gov/pubmed/25568373a4b3","PIC"
